Epoch,Train Loss,Val Loss
1,0.9986809142174259,1.3795449416688148
2,0.8757881510642267,1.3981552314251027
3,0.8540866232687427,1.4022377437733589
4,0.8277761069036299,1.37311626495199
5,0.8079236347829142,1.3035575290943713
6,0.7824291225402585,1.3550741761288745
7,0.7479763019469476,1.3176160340613507
8,0.7073722043345051,1.2911977374807317
9,0.6579861542870922,1.2311348268326292
10,0.6008515408923549,1.1958312721962625
11,0.533801146572636,1.100135255367198
12,0.4709532948270921,0.9597524607435186
13,0.41351812597244014,0.8850585957790943
14,0.35983790712010477,0.8708140850067139
15,0.32260762467499704,0.7968560495275132
16,0.28696847029270667,0.7615868912098256
17,0.25623008998170976,0.6717715472617047
18,0.23649935224844562,0.7153157870820228
19,0.2128247561233659,0.6916631938929253
20,0.20017014720266865,0.6811840603960321
21,0.1846890157028552,0.6649803221225739
22,0.1805477950121126,0.6642154299832405
23,0.1618128925201393,0.6659279681266622
24,0.15463549307277125,0.6978114405845074
25,0.15579926306682249,0.7012396315310864
26,0.13398403807753517,0.6933625600439437
27,0.12998467791945703,0.6866911741647315
28,0.12512762748426007,0.6677363305649859
29,0.11436309385443888,0.6830865705901004
30,0.11175995757502895,0.686807598522369
31,0.10777708028833713,0.7066385489194951
32,0.10458714099180313,0.684868186712265
33,0.10228872910862968,0.6757743085952516
34,0.09533482911365647,0.7044145084441976
35,0.09545101337134838,0.6949063317572817
36,0.0890932761312973,0.760137214305553
37,0.09104452207684517,0.7779034604417517
38,0.08815770047085901,0.70116119118447
39,0.08341742612181172,0.7031159892361215
40,0.07890359707657368,0.7116770319482113
41,0.0779436229397693,0.7380498438439471
42,0.07712999837052438,0.7848189752152626
43,0.07718361750725777,0.7070819875027271
44,0.07487269409842068,0.7561181384198209
45,0.07561909636903194,0.751724713660301
46,0.07132645883867818,0.7753442360999736
47,0.07047734351888779,0.7327967431951077
48,0.06985266107104478,0.7815569816751683
49,0.07160320167219447,0.7691461183923356
50,0.07390975836784609,0.7804567877282488
